area_code_per_principal_codes_website,JACS_3.0_subject_area,principal_code,JACS_3.0_principal_subject,area_code_per_detailed_codes_website,area_per_detailed_codes_website,detailed_code,JACS_3.0_detailed_subject,flatJACS_3.0_detailed_subject
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R613,Finnish language,Finnish language
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R614,Danish language,Danish language
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R620,Scandinavian literature,Scandinavian literature
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R621,Swedish literature,Swedish literature
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R622,Norwegian literature,Norwegian literature
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R623,Finnish literature,Finnish literature
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R624,Danish literature,Danish literature
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R630,Scandinavian society & culture,Scandinavian society & culture
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R631,Swedish society & culture,Swedish society & culture
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R632,Norwegian society & culture,Norwegian society & culture
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R633,Finnish society & culture,Finnish society & culture
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R634,Danish society & culture,Danish society & culture
F,Languages,R6,Scandinavian studies,R,"European Languages, Literature and Related Subjects",R690,Scandinavian studies not elsewhere classified,Scandinavian studies not elsewhere classified
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R700,Russian & East European studies,Russian & East European studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R701,Russian studies,Russian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R702,Czech studies,Czech studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R703,Polish studies,Polish studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R704,Belarusian studies,Belarusian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R705,Bulgarian studies,Bulgarian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R706,Hungarian studies,Hungarian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R707,Romanian studies,Romanian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R708,Slovak studies,Slovak studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R709,Ukrainian studies,Ukrainian studies
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R710,Russian & East European languages,Russian & East European languages
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R711,Russian language,Russian language
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R712,Polish language,Polish language
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R713,Czech language,Czech language
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R720,Russian & east European Literature,Russian & east European Literature
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R721,Russian literature,Russian literature
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R722,Polish literature,Polish literature
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R723,Czech literature,Czech literature
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R730,Russian & east European society & culture,Russian & east European society & culture
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R731,Russian society & culture,Russian society & culture
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R732,Polish society & culture,Polish society & culture
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R733,Czech society & culture,Czech society & culture
F,Languages,R7,Russian & East European studies,R,"European Languages, Literature and Related Subjects",R790,Russian & east European studies not elsewhere classified,Russian & east European studies not elsewhere classified
F,Languages,R8,European studies,R,"European Languages, Literature and Related Subjects",R800,European studies,European studies
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R900,"Others in European languages, literature & related subjects","Others in European languages, literature & related subjects"
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R910,Other European languages,Other European languages
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R911,Dutch,Dutch
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R912,Flemish,Flemish
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R920,Other European literature,Other European literature
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R930,Other European societies & cultures,Other European societies & cultures
F,Languages,R9,"Others in European languages, literature & related subjects",R,"European Languages, Literature and Related Subjects",R990,"European languages, literature & related subjects not elsewhere classified","European languages, literature & related subjects not elsewhere classified"
F,Languages,Q0,Broadly-based programmes within languages,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T000,"Eastern, Asiatic, African, American & Australasian languages, literature & related subjects","Eastern, Asiatic, African, American & Australasian languages, literature & related subjects"
F,Languages,T1,Chinese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T100,Chinese studies,Chinese studies
F,Languages,T1,Chinese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T110,Chinese language studies,Chinese language studies
F,Languages,T1,Chinese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T120,Chinese literature studies,Chinese literature studies
F,Languages,T1,Chinese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T130,Chinese society & culture studies,Chinese society & culture studies
F,Languages,T1,Chinese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T190,Chinese studies not elsewhere classified,Chinese studies not elsewhere classified
F,Languages,T2,Japanese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T200,Japanese studies,Japanese studies
F,Languages,T2,Japanese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T210,Japanese language studies,Japanese language studies
F,Languages,T2,Japanese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T220,Japanese literature studies,Japanese literature studies
F,Languages,T2,Japanese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T230,Japanese society & culture studies,Japanese society & culture studies
F,Languages,T2,Japanese studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T290,Japanese studies not elsewhere classified,Japanese studies not elsewhere classified
F,Languages,T3,South Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T300,South Asian studies,South Asian studies
F,Languages,T3,South Asian studies,T,"Eastern, Asiatic, African, American and Australasian Languages, Literature and Related Subjects",T310,South Asian language studies,South Asian language studies
